id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_hour,pickup_day,demand_period
id2891282,1,2016-06-18 17:21:50,2016-06-18 17:28:54,2,-73.97876739501953,40.756683349609375,-73.9844207763672,40.7485237121582,N,7.066666666666666,17,Saturday,Peak
id1414102,1,2016-05-03 20:43:26,2016-05-03 20:44:29,1,-73.77672576904298,40.645389556884766,-73.77681732177734,40.6456298828125,N,1.05,20,Tuesday,Off-Peak
id0951724,2,2016-04-14 17:40:47,2016-04-14 18:14:04,1,-73.97857666015625,40.76258850097656,-73.98408508300781,40.74334335327149,N,33.28333333333333,17,Thursday,Peak
id0433529,2,2016-06-28 18:06:40,2016-06-28 18:25:47,1,-73.97076416015625,40.75188827514648,-73.98424530029298,40.72519302368164,N,19.116666666666667,18,Tuesday,Peak
id1827012,2,2016-05-04 06:31:28,2016-05-04 06:49:57,1,-73.92498779296875,40.743751525878906,-73.95751953125,40.782730102539055,N,18.483333333333334,6,Wednesday,Off-Peak
id1931195,2,2016-02-22 13:02:57,2016-02-22 13:21:24,5,-73.97903442382812,40.74982833862305,-74.00911712646483,40.720027923583984,N,18.45,13,Monday,Mid-Day
id3206735,1,2016-05-17 01:17:34,2016-05-17 01:18:53,1,-73.9818344116211,40.763137817382805,-73.98316192626953,40.76218032836913,N,1.3166666666666667,1,Tuesday,Off-Peak
id0205047,1,2016-05-05 10:35:50,2016-05-05 11:35:07,1,-73.86260986328125,40.76871109008789,-73.99649047851561,40.69402313232422,N,59.28333333333333,10,Thursday,Peak
id3447081,2,2016-03-02 09:06:26,2016-03-02 09:10:20,1,-73.98934173583984,40.77436065673828,-73.98226928710938,40.77888107299805,N,3.9,9,Wednesday,Peak
id1731598,2,2016-02-12 13:30:41,2016-02-12 13:35:26,2,-73.966552734375,40.8045310974121,-73.97305297851561,40.79302215576172,N,4.75,13,Friday,Mid-Day
id2469153,1,2016-03-07 19:23:32,2016-03-07 19:35:50,1,-73.9778823852539,40.75779724121094,-73.99955749511719,40.731178283691406,N,12.3,19,Monday,Peak
id3748088,2,2016-03-20 01:43:16,2016-03-20 01:57:48,1,-73.99560546875,40.76457595825195,-73.98788452148438,40.73244094848633,N,14.533333333333333,1,Sunday,Off-Peak
id3478509,1,2016-05-04 13:25:27,2016-05-04 13:42:11,1,-73.95471954345702,40.778217315673835,-73.96493530273438,40.76568222045898,N,16.733333333333334,13,Wednesday,Mid-Day
id3800297,1,2016-01-27 05:47:08,2016-01-27 05:48:25,1,-73.99136352539062,40.73229217529297,-73.99597930908203,40.72654342651367,N,1.2833333333333334,5,Wednesday,Off-Peak
id0269260,2,2016-05-21 22:40:26,2016-05-21 23:05:54,1,-73.99093627929686,40.73458862304688,-73.98509216308595,40.75862884521485,N,25.466666666666665,22,Saturday,Off-Peak
id3275863,2,2016-02-04 01:47:48,2016-02-04 02:02:50,1,-73.99739837646483,40.72150039672852,-73.98355102539062,40.765899658203125,N,15.033333333333333,1,Thursday,Off-Peak
id0359996,2,2016-04-21 18:48:24,2016-04-21 18:52:04,3,-73.98222351074217,40.77359008789063,-73.98014831542967,40.765281677246094,N,3.6666666666666665,18,Thursday,Peak
id0376787,1,2016-03-19 15:24:50,2016-03-19 15:28:51,1,-73.99750518798828,40.72256851196289,-73.9927978515625,40.729736328125,N,4.016666666666667,15,Saturday,Mid-Day
id1335457,1,2016-03-05 20:18:41,2016-03-05 20:29:19,1,-73.98737335205078,40.73580551147461,-74.00293731689453,40.73402786254882,N,10.633333333333333,20,Saturday,Off-Peak
id3019830,2,2016-05-15 10:18:02,2016-05-15 10:31:43,5,-73.78866577148438,40.64111328125,-73.85639190673827,40.66281127929688,N,13.683333333333334,10,Sunday,Peak
id1121993,1,2016-05-16 19:15:10,2016-05-16 19:19:23,1,-73.989990234375,40.76197814941406,-73.99335479736328,40.757278442382805,N,4.216666666666667,19,Monday,Peak
id3404238,1,2016-04-04 10:43:42,2016-04-04 10:58:33,1,-73.9879379272461,40.721187591552734,-74.0056915283203,40.74576568603516,N,14.85,10,Monday,Peak
id1269546,1,2016-03-12 12:32:12,2016-03-12 12:41:09,1,-73.98564147949219,40.738895416259766,-73.97171783447266,40.75496292114258,N,8.95,12,Saturday,Mid-Day
id3941701,2,2016-06-12 15:15:35,2016-06-12 16:00:18,1,-73.98062896728516,40.76335144042969,-73.99266815185547,40.72591018676758,N,44.71666666666667,15,Sunday,Mid-Day
id1451150,2,2016-06-19 01:41:36,2016-06-19 01:55:26,1,-73.99720764160156,40.7220115661621,-73.98262023925781,40.76158142089844,N,13.833333333333334,1,Sunday,Off-Peak
id3171908,1,2016-05-08 02:09:30,2016-05-08 02:15:25,1,-73.98722839355469,40.720481872558594,-73.98725891113281,40.72921752929688,N,5.916666666666667,2,Sunday,Off-Peak
id1046525,1,2016-03-05 22:54:14,2016-03-05 23:00:50,1,-73.98280334472656,40.75674819946289,-73.96966552734375,40.76114273071289,N,6.6,22,Saturday,Off-Peak
id3314171,2,2016-06-11 11:09:31,2016-06-11 11:33:00,1,-73.98145294189453,40.78089141845703,-74.00569915771484,40.73699188232422,N,23.483333333333334,11,Saturday,Mid-Day
id0815547,2,2016-03-11 14:21:59,2016-03-11 14:32:00,1,-73.98986053466798,40.75661087036133,-73.98977661132812,40.745990753173835,N,10.016666666666667,14,Friday,Mid-Day
id3651190,1,2016-05-11 03:28:57,2016-05-11 03:45:25,2,-73.99105072021484,40.685859680175774,-73.94435882568358,40.719680786132805,N,16.466666666666665,3,Wednesday,Off-Peak
id1612475,2,2016-01-27 17:52:07,2016-01-27 17:58:31,2,-73.96880340576173,40.76438903808594,-73.96063995361328,40.77811050415039,N,6.4,17,Wednesday,Peak
id0727881,2,2016-02-07 21:29:17,2016-02-07 21:36:46,1,-73.9900665283203,40.76696014404297,-73.99526977539062,40.75471115112305,N,7.483333333333333,21,Sunday,Off-Peak
id0490771,2,2016-05-13 23:57:40,2016-05-14 00:11:42,1,-73.97129058837889,40.762710571289055,-73.98784637451173,40.748321533203125,N,14.033333333333333,23,Friday,Off-Peak
id2446856,1,2016-05-19 16:59:06,2016-05-19 17:09:13,1,-73.98043823242188,40.738407135009766,-73.9979476928711,40.72547912597656,N,10.116666666666667,16,Thursday,Mid-Day
id0593579,2,2016-05-30 14:30:08,2016-05-30 14:41:19,1,-73.9681625366211,40.762371063232415,-73.98203277587889,40.7752685546875,N,11.183333333333334,14,Monday,Mid-Day
id1613223,1,2016-03-14 23:03:50,2016-03-14 23:06:12,1,-73.97177124023438,40.78731918334961,-73.97966003417967,40.77623748779297,N,2.3666666666666667,23,Monday,Off-Peak
id2424963,2,2016-05-02 23:16:02,2016-05-02 23:23:48,1,-74.00637817382812,40.70827865600586,-74.01421356201173,40.70940780639648,N,7.766666666666667,23,Monday,Off-Peak
id2584568,2,2016-05-20 21:31:54,2016-05-20 21:38:19,6,-74.00005340576173,40.7216911315918,-74.0081329345703,40.70807266235352,N,6.416666666666667,21,Friday,Off-Peak
id0124229,2,2016-01-02 19:21:13,2016-01-02 19:29:29,1,-73.99600219726561,40.738731384277344,-73.9885025024414,40.748580932617195,N,8.266666666666667,19,Saturday,Peak
id0132085,2,2016-05-20 00:18:41,2016-05-20 00:24:27,2,-74.0022964477539,40.75038146972656,-73.98844909667967,40.74856185913086,N,5.766666666666667,0,Friday,Off-Peak
id2805413,2,2016-01-04 05:36:06,2016-01-04 05:51:38,2,-73.98596954345702,40.76733016967773,-74.01455688476561,40.70486831665039,N,15.533333333333333,5,Monday,Off-Peak
id1693075,2,2016-06-22 06:55:15,2016-06-22 07:08:40,1,-73.98200225830078,40.77766036987305,-73.97615814208984,40.75114440917969,N,13.416666666666666,6,Wednesday,Off-Peak
id3131180,1,2016-05-31 17:05:50,2016-05-31 17:09:30,1,-74.00684356689453,40.73109436035156,-74.0055160522461,40.72562789916992,N,3.6666666666666665,17,Tuesday,Peak
id2001398,2,2016-04-23 18:26:55,2016-04-23 18:35:14,3,-73.97659301757811,40.751758575439446,-73.96749877929686,40.76580810546875,N,8.316666666666666,18,Saturday,Peak
id1154990,2,2016-01-28 10:07:34,2016-01-28 10:22:33,1,-73.96942138671875,40.76076126098633,-73.98155212402342,40.75139236450195,N,14.983333333333333,10,Thursday,Peak
id0862319,2,2016-03-01 15:52:58,2016-03-01 16:06:51,2,-73.99687194824217,40.73733139038086,-73.97313690185547,40.74615097045898,N,13.883333333333333,15,Tuesday,Mid-Day
id1920430,1,2016-05-23 23:19:26,2016-05-23 23:55:47,2,-73.77658081054686,40.64533996582031,-73.98014068603516,40.7825584411621,N,36.35,23,Monday,Off-Peak
id3878361,2,2016-02-28 18:34:27,2016-02-28 18:43:36,1,-73.98538970947266,40.73825073242188,-73.9869613647461,40.725467681884766,N,9.15,18,Sunday,Peak
id1930561,1,2016-06-09 18:08:28,2016-06-09 18:24:36,2,-73.96431732177734,40.75650787353516,-74.01542663574217,40.71153259277344,N,16.133333333333333,18,Thursday,Peak
id2498961,2,2016-01-12 12:20:20,2016-01-12 12:42:43,6,-73.9747543334961,40.76506805419922,-73.96747589111328,40.793071746826165,N,22.383333333333333,12,Tuesday,Mid-Day
id3604628,1,2016-05-28 01:54:06,2016-05-28 02:13:24,1,-74.0095443725586,40.738426208496094,-73.96040344238281,40.713478088378906,N,19.3,1,Saturday,Off-Peak
id1982224,1,2016-06-28 09:02:39,2016-06-28 09:31:20,4,-73.97368621826173,40.764434814453125,-74.01271820068358,40.70229721069336,N,28.683333333333334,9,Tuesday,Peak
id3774812,2,2016-03-25 21:17:18,2016-03-25 21:35:40,1,-73.9486312866211,40.79780197143555,-73.97403717041014,40.74292755126953,N,18.366666666666667,21,Friday,Off-Peak
id1743986,2,2016-05-31 00:11:48,2016-05-31 00:21:04,1,-73.99771118164062,40.75130081176758,-73.9985122680664,40.7169303894043,N,9.266666666666667,0,Tuesday,Off-Peak
id1774992,1,2016-02-28 12:13:10,2016-02-28 12:17:28,1,-73.99465179443358,40.75047302246094,-73.99430084228516,40.76128387451172,N,4.3,12,Sunday,Mid-Day
id1256966,1,2016-05-03 13:56:10,2016-05-03 14:40:53,1,-74.0134506225586,40.708984375,-73.80384063720702,40.66286849975586,N,44.71666666666667,13,Tuesday,Mid-Day
id2235848,1,2016-05-12 00:22:10,2016-05-12 00:38:13,1,-73.87084197998048,40.77372741699219,-73.98477172851561,40.73258972167969,N,16.05,0,Thursday,Off-Peak
id0573182,1,2016-05-09 00:52:22,2016-05-09 00:55:55,1,-73.95368957519531,40.76726531982422,-73.95782470703125,40.7747802734375,N,3.55,0,Monday,Off-Peak
id3859394,2,2016-05-21 22:35:52,2016-05-21 23:11:05,1,-73.99683380126953,40.74264144897461,-73.95883178710938,40.65959930419922,N,35.21666666666667,22,Saturday,Off-Peak
id2689785,2,2016-01-26 15:48:32,2016-01-26 15:54:34,1,-74.00267791748048,40.74725341796875,-73.99393463134764,40.74358367919922,N,6.033333333333333,15,Tuesday,Mid-Day
id1584073,2,2016-06-16 20:57:55,2016-06-16 21:20:48,1,-73.98230743408203,40.74552917480469,-73.99765014648438,40.68785858154297,N,22.883333333333333,20,Thursday,Off-Peak
id2227641,1,2016-01-13 06:57:30,2016-01-13 07:05:12,1,-73.98001098632812,40.7835807800293,-73.97919464111328,40.764812469482415,N,7.7,6,Wednesday,Off-Peak
id1884783,2,2016-04-05 13:08:43,2016-04-05 13:40:43,2,-73.99447631835938,40.75072860717773,-73.95535278320312,40.76512145996094,N,32.0,13,Tuesday,Mid-Day
id0326521,2,2016-03-08 20:19:33,2016-03-08 20:34:41,1,-73.98717498779298,40.75597381591797,-73.9560317993164,40.776073455810554,N,15.133333333333333,20,Tuesday,Off-Peak
id3790849,2,2016-06-23 22:51:25,2016-06-23 22:56:35,1,-73.98976898193358,40.74681854248047,-74.001708984375,40.73947143554688,N,5.166666666666667,22,Thursday,Off-Peak
id3184522,2,2016-04-08 13:06:35,2016-04-08 13:42:11,1,-74.00745391845702,40.727783203125,-73.96116638183594,40.76504135131836,N,35.6,13,Friday,Mid-Day
id1415216,2,2016-06-01 23:17:49,2016-06-01 23:28:18,1,-73.9793701171875,40.77668762207031,-73.9505615234375,40.77000427246094,N,10.483333333333333,23,Wednesday,Off-Peak
id3107051,2,2016-04-12 08:27:56,2016-04-12 08:33:38,1,-74.00472259521484,40.7309684753418,-74.0017318725586,40.72126388549805,N,5.7,8,Tuesday,Peak
id3152899,2,2016-04-03 21:50:32,2016-04-03 21:58:09,2,-73.95880126953125,40.76893615722656,-73.97937774658203,40.740058898925774,N,7.616666666666666,21,Sunday,Off-Peak
id1707608,2,2016-03-04 20:38:18,2016-03-04 20:48:15,1,-74.0143280029297,40.71418762207031,-74.00517272949219,40.73754119873047,N,9.95,20,Friday,Off-Peak
id1743866,1,2016-04-26 19:30:41,2016-04-26 19:39:01,1,-73.981689453125,40.7552146911621,-73.99131011962889,40.74974060058594,N,8.333333333333334,19,Tuesday,Peak
id3339766,1,2016-05-10 12:44:19,2016-05-10 12:45:59,1,-73.96810913085938,40.799583435058594,-73.96134948730467,40.79946517944336,N,1.6666666666666667,12,Tuesday,Mid-Day
id2818143,1,2016-01-07 19:36:48,2016-01-07 20:01:58,1,-74.00198364257811,40.74574661254882,-73.98836517333984,40.719993591308594,N,25.166666666666668,19,Thursday,Peak
id1781844,2,2016-02-24 12:04:44,2016-02-24 12:08:45,5,-73.98876190185547,40.69358825683594,-74.00385284423827,40.713260650634766,N,4.016666666666667,12,Wednesday,Mid-Day
id2024218,1,2016-01-27 22:50:03,2016-01-27 22:57:31,1,-73.98605346679686,40.72669982910156,-73.99942016601561,40.72833251953125,N,7.466666666666667,22,Wednesday,Off-Peak
id3934169,1,2016-02-15 22:46:35,2016-02-15 23:16:41,2,-73.7838134765625,40.648658752441406,-73.98984527587889,40.74655151367188,N,30.1,22,Monday,Off-Peak
id0599604,1,2016-04-22 14:46:28,2016-04-22 14:59:14,1,-73.92638397216798,40.771881103515625,-73.94403839111328,40.747455596923835,N,12.766666666666667,14,Friday,Mid-Day
id1497148,2,2016-03-16 13:35:50,2016-03-16 13:42:37,1,-73.95115661621092,40.782745361328125,-73.9599380493164,40.776649475097656,N,6.783333333333333,13,Wednesday,Mid-Day
id3799524,1,2016-03-20 09:51:34,2016-03-20 10:07:53,2,-74.00734710693358,40.74810791015625,-74.00747680664062,40.712493896484375,N,16.316666666666666,9,Sunday,Peak
id2451794,2,2016-01-17 22:57:32,2016-01-17 23:11:45,5,-73.98831176757811,40.72022247314453,-73.93659973144531,40.69766616821289,N,14.216666666666667,22,Sunday,Off-Peak
id3835092,2,2016-06-26 11:29:26,2016-06-26 11:36:09,1,-73.96288299560547,40.77813720703125,-73.97942352294923,40.781902313232415,N,6.716666666666667,11,Sunday,Mid-Day
id1028009,2,2016-01-09 00:47:09,2016-01-09 00:55:57,2,-73.95217132568358,40.82437896728516,-73.96846771240233,40.80181121826172,N,8.8,0,Saturday,Off-Peak
id1673174,1,2016-03-24 20:18:06,2016-03-24 20:24:14,1,-73.97943878173827,40.74979782104492,-73.98963928222656,40.73885726928711,N,6.133333333333334,20,Thursday,Off-Peak
id0734559,1,2016-02-17 10:25:30,2016-02-17 10:39:25,1,-73.98633575439453,40.77727127075195,-73.98028564453125,40.758125305175774,N,13.916666666666666,10,Wednesday,Peak
id3288185,1,2016-05-31 13:15:47,2016-05-31 13:19:08,2,-73.99099731445312,40.749675750732415,-73.99209594726561,40.7485466003418,N,3.35,13,Tuesday,Mid-Day
id2022010,2,2016-01-30 20:48:33,2016-01-30 20:57:13,1,-73.99256896972656,40.73802185058594,-74.00430297851561,40.742469787597656,N,8.666666666666666,20,Saturday,Off-Peak
id0005407,2,2016-05-20 20:34:51,2016-05-20 20:50:16,1,-74.00253295898438,40.73870849609375,-73.98695373535155,40.75534057617188,N,15.416666666666666,20,Friday,Off-Peak
id3304399,2,2016-04-15 20:46:58,2016-04-15 20:57:22,1,-74.00369262695312,40.70758056640625,-73.98140716552734,40.72486114501953,N,10.4,20,Friday,Off-Peak
id2752277,2,2016-05-30 23:22:02,2016-05-30 23:32:09,2,-73.98896789550781,40.72926712036133,-73.9754180908203,40.7534408569336,N,10.116666666666667,23,Monday,Off-Peak
id2460732,1,2016-03-18 10:54:29,2016-03-18 11:01:30,1,-73.979736328125,40.73033905029297,-73.98979187011719,40.73688888549805,N,7.016666666666667,10,Friday,Peak
id1866544,2,2016-03-28 07:30:26,2016-03-28 07:58:51,1,-73.8603286743164,40.729541778564446,-73.97126007080078,40.75530624389648,N,28.416666666666668,7,Monday,Peak
id1788352,2,2016-04-07 09:56:18,2016-04-07 10:02:08,1,-73.9901351928711,40.71962738037109,-73.99369812011719,40.72727584838867,N,5.833333333333333,9,Thursday,Peak
id0023628,1,2016-06-16 14:59:47,2016-06-16 15:21:54,1,-74.00810241699219,40.73951721191406,-73.9812774658203,40.72118377685546,N,22.116666666666667,14,Thursday,Mid-Day
id0385362,1,2016-02-07 18:58:25,2016-02-07 19:04:25,4,-73.96439361572266,40.76461410522461,-73.95045471191406,40.783817291259766,N,6.0,18,Sunday,Peak
id2296727,1,2016-05-10 19:25:37,2016-05-10 19:56:38,3,-73.86323547363281,40.76992034912109,-73.98382568359375,40.75851058959961,N,31.016666666666666,19,Tuesday,Peak
id3023194,1,2016-05-22 14:47:26,2016-05-22 14:56:19,1,-73.98387145996092,40.744049072265625,-73.99732208251953,40.7414665222168,N,8.883333333333333,14,Sunday,Mid-Day
id3037124,2,2016-04-23 17:38:28,2016-04-23 17:43:25,1,-73.95084381103516,40.77933120727539,-73.96192932128906,40.770301818847656,N,4.95,17,Saturday,Peak
id3914454,1,2016-03-08 21:49:34,2016-03-08 22:06:57,2,-74.00016021728516,40.74300384521485,-73.95859527587889,40.77805709838867,N,17.383333333333333,21,Tuesday,Off-Peak
id2652952,2,2016-03-17 11:13:11,2016-03-17 11:19:40,1,-73.97857666015625,40.76284790039063,-73.97940063476561,40.765506744384766,N,6.483333333333333,11,Thursday,Mid-Day
id0220236,2,2016-04-30 13:20:09,2016-04-30 13:49:08,1,-73.99958038330078,40.7613410949707,-73.9983901977539,40.722930908203125,N,28.983333333333334,13,Saturday,Mid-Day
id2916563,2,2016-06-12 10:48:27,2016-06-12 10:56:28,1,-73.98287963867188,40.781841278076165,-73.9617462158203,40.800819396972656,N,8.016666666666667,10,Sunday,Peak
id0162618,1,2016-03-29 08:02:47,2016-03-29 08:09:02,1,-73.99580383300781,40.74416732788086,-73.98255157470702,40.73567199707031,N,6.25,8,Tuesday,Peak
id2688423,2,2016-05-23 09:27:50,2016-05-23 10:02:58,1,-73.87315368652342,40.77410888671875,-73.97511291503906,40.75511932373047,N,35.13333333333333,9,Monday,Peak
id1755953,2,2016-03-03 15:50:39,2016-03-03 15:58:10,1,-73.96228790283203,40.79526138305664,-73.9508514404297,40.7918815612793,N,7.516666666666667,15,Thursday,Mid-Day
id3309946,1,2016-03-28 22:02:20,2016-03-28 22:21:50,1,-73.98200225830078,40.757301330566406,-73.94328308105469,40.76904296875,N,19.5,22,Monday,Off-Peak
id2407429,1,2016-01-28 12:14:11,2016-01-28 12:21:14,1,-73.98384094238281,40.69471740722656,-73.99076080322266,40.69448471069336,N,7.05,12,Thursday,Mid-Day
id3849501,1,2016-04-20 21:56:13,2016-04-20 21:59:32,1,-73.95547485351561,40.768569946289055,-73.94719696044923,40.77183532714844,N,3.316666666666667,21,Wednesday,Off-Peak
id3413875,1,2016-05-14 12:22:19,2016-05-14 12:31:49,1,-73.97411346435547,40.76255035400391,-73.98699951171875,40.74523162841797,N,9.5,12,Saturday,Mid-Day
id1723430,1,2016-06-23 18:20:10,2016-06-23 18:22:51,1,-73.97248077392578,40.79629898071289,-73.9738998413086,40.792137145996094,N,2.683333333333333,18,Thursday,Peak
id1166803,1,2016-02-12 22:15:15,2016-02-12 22:22:21,1,-73.99072265625,40.73395156860352,-73.99917602539062,40.72500991821289,N,7.1,22,Friday,Off-Peak
id3344106,2,2016-02-14 04:12:18,2016-02-14 04:29:51,1,-73.94931793212889,40.77708053588867,-73.87779998779298,40.88005065917969,N,17.55,4,Sunday,Off-Peak
id3368650,1,2016-06-07 19:29:18,2016-06-07 19:33:45,2,-73.96076202392578,40.76961898803711,-73.9492645263672,40.771121978759766,N,4.45,19,Tuesday,Peak
id0622525,2,2016-01-01 13:48:45,2016-01-01 14:00:03,1,-73.95592498779298,40.782012939453125,-73.98199462890625,40.77334976196289,N,11.3,13,Friday,Mid-Day
id2052439,2,2016-06-27 15:56:41,2016-06-27 15:58:45,2,-73.99449920654298,40.738990783691406,-74.00041198730467,40.737491607666016,N,2.066666666666667,15,Monday,Mid-Day
id2658343,2,2016-01-21 11:37:25,2016-01-21 12:27:45,5,-73.87312316894531,40.77410888671875,-73.98551177978516,40.7596092224121,N,50.333333333333336,11,Thursday,Mid-Day
id2660861,2,2016-04-07 09:25:30,2016-04-07 10:01:20,1,-73.88556671142578,40.77309036254882,-73.97453308105469,40.75938415527344,N,35.833333333333336,9,Thursday,Peak
id2223753,2,2016-01-25 14:48:49,2016-01-25 15:00:17,1,-73.97776794433594,40.77699661254882,-73.96043395996092,40.77632522583008,N,11.466666666666667,14,Monday,Mid-Day
id1930355,1,2016-03-11 11:56:33,2016-03-11 12:13:01,1,-73.94454956054686,40.77962493896485,-73.96870422363281,40.76487731933594,N,16.466666666666665,11,Friday,Mid-Day
id2116963,2,2016-06-22 17:43:41,2016-06-22 18:13:31,1,-73.9720687866211,40.79422378540039,-73.99656677246092,40.75348281860352,N,29.833333333333332,17,Wednesday,Peak
id0703206,2,2016-05-09 12:19:15,2016-05-09 12:46:46,1,-73.98471069335938,40.745262145996094,-73.97640228271484,40.779003143310554,N,27.516666666666666,12,Monday,Mid-Day
id2804183,2,2016-02-22 22:52:13,2016-02-22 22:58:34,5,-73.93292236328125,40.768646240234375,-73.91732025146483,40.77359771728516,N,6.35,22,Monday,Off-Peak
id1159006,1,2016-03-30 21:29:46,2016-03-30 21:48:41,1,-73.99346923828125,40.748722076416016,-73.97714996337889,40.779483795166016,N,18.916666666666668,21,Wednesday,Off-Peak
id0782012,2,2016-02-12 19:37:48,2016-02-12 19:48:36,1,-73.98046112060547,40.78498840332031,-73.95262145996092,40.773231506347656,N,10.8,19,Friday,Peak
id2551682,1,2016-03-30 03:16:29,2016-03-30 03:27:09,1,-74.00662994384764,40.73165512084961,-73.97559356689453,40.74908828735352,N,10.666666666666666,3,Wednesday,Off-Peak
id3634954,2,2016-04-28 22:30:41,2016-04-28 22:54:30,1,-73.78251647949219,40.64458847045898,-73.95719909667967,40.71369552612305,N,23.816666666666666,22,Thursday,Off-Peak
id0286967,1,2016-02-01 06:45:13,2016-02-01 06:52:26,1,-73.97484588623048,40.78762435913086,-73.98358154296875,40.7681770324707,N,7.216666666666667,6,Monday,Off-Peak
id1578342,1,2016-06-05 09:57:53,2016-06-05 10:05:21,1,-73.97864532470702,40.762310028076165,-73.96360015869139,40.765724182128906,N,7.466666666666667,9,Sunday,Peak
id3510834,2,2016-04-24 20:56:10,2016-04-24 21:11:24,1,-73.96262359619139,40.75885772705078,-73.98342895507811,40.78369522094727,N,15.233333333333333,20,Sunday,Off-Peak
id3674095,1,2016-06-03 05:54:26,2016-06-03 05:56:48,1,-73.98681640625,40.76136779785156,-73.98072052001953,40.75958633422852,N,2.3666666666666667,5,Friday,Off-Peak
id1402131,2,2016-03-13 10:04:17,2016-03-13 10:11:34,2,-73.9962387084961,40.717639923095696,-73.992431640625,40.698673248291016,N,7.283333333333333,10,Sunday,Peak
id0138718,2,2016-05-21 18:50:36,2016-05-21 19:02:14,1,-73.97640228271484,40.75162124633789,-73.98052215576173,40.7302360534668,N,11.633333333333333,18,Saturday,Peak
id3422150,1,2016-01-08 13:54:16,2016-01-08 13:59:55,1,-73.98577117919923,40.76192855834961,-73.97125244140625,40.76383209228516,N,5.65,13,Friday,Mid-Day
id2537777,1,2016-02-15 15:47:20,2016-02-15 16:06:32,2,-73.96022033691406,40.77893829345703,-73.9910659790039,40.75024032592773,N,19.2,15,Monday,Mid-Day
id0032688,2,2016-02-07 23:01:57,2016-02-07 23:08:31,2,-74.0013427734375,40.73688888549805,-73.99365234375,40.724369049072266,N,6.566666666666666,23,Sunday,Off-Peak
id0126396,1,2016-02-07 15:09:31,2016-02-07 15:25:29,2,-73.99002075195312,40.74190521240234,-74.01425170898438,40.71392822265625,N,15.966666666666667,15,Sunday,Mid-Day
id0262054,1,2016-06-14 10:37:44,2016-06-14 10:58:20,1,-73.96820068359375,40.75114822387695,-73.96703338623048,40.78850173950195,N,20.6,10,Tuesday,Peak
id3509844,1,2016-03-10 17:09:28,2016-03-10 17:14:56,1,-73.973876953125,40.7845573425293,-73.98660278320312,40.76671600341797,N,5.466666666666667,17,Thursday,Peak
id0642668,2,2016-04-23 11:18:25,2016-04-23 11:33:03,3,-73.95938873291014,40.79901885986328,-73.952880859375,40.76723098754882,N,14.633333333333333,11,Saturday,Mid-Day
id3689876,2,2016-06-02 16:11:55,2016-06-02 16:30:45,2,-73.9570083618164,40.777462005615234,-73.97154998779298,40.75565719604492,N,18.833333333333332,16,Thursday,Mid-Day
id3875082,2,2016-03-03 14:44:03,2016-03-03 14:52:45,5,-74.01384735107422,40.71720886230469,-74.00316619873048,40.74908065795898,N,8.7,14,Thursday,Mid-Day
id1234183,2,2016-06-12 07:55:51,2016-06-12 08:10:36,5,-73.982177734375,40.77643203735352,-73.98511505126953,40.74211120605469,N,14.75,7,Sunday,Peak
id2643926,2,2016-03-26 16:04:19,2016-03-26 16:17:57,1,-73.9834442138672,40.750030517578125,-73.96099853515625,40.78084182739258,N,13.633333333333333,16,Saturday,Mid-Day
id2823113,2,2016-03-13 00:12:36,2016-03-13 00:27:07,1,-73.98432159423827,40.740432739257805,-73.98506927490233,40.72441864013672,N,14.516666666666667,0,Sunday,Off-Peak
id1248942,2,2016-04-17 10:48:56,2016-04-17 10:53:51,2,-73.95250701904298,40.776981353759766,-73.96524047851561,40.76428985595703,N,4.916666666666667,10,Sunday,Peak
id1911765,1,2016-05-30 18:17:32,2016-05-30 18:33:44,1,-74.01011657714845,40.72059631347656,-73.98902130126953,40.777168273925774,Y,16.2,18,Monday,Peak
id2220519,2,2016-06-19 00:19:04,2016-06-19 00:30:05,1,-73.98238372802734,40.74911117553711,-73.98307037353516,40.72674179077149,N,11.016666666666667,0,Sunday,Off-Peak
id1777805,2,2016-03-30 00:20:44,2016-03-30 00:29:33,1,-74.0024185180664,40.7334213256836,-74.00177001953125,40.75183868408203,N,8.816666666666666,0,Wednesday,Off-Peak
id0869408,1,2016-06-14 18:07:19,2016-06-14 18:23:57,1,-73.97106170654298,40.757339477539055,-73.9471206665039,40.7801513671875,N,16.633333333333333,18,Tuesday,Peak
id3294646,2,2016-03-02 07:01:00,2016-03-02 07:04:41,1,-74.01607513427734,40.71116256713867,-74.00980377197266,40.71571350097656,N,3.683333333333333,7,Wednesday,Peak
id0795445,2,2016-03-10 19:11:23,2016-03-10 19:21:21,3,-73.97390747070312,40.75162124633789,-73.95697021484375,40.77909851074219,N,9.966666666666667,19,Thursday,Peak
id3779362,1,2016-06-07 07:11:15,2016-06-07 07:29:04,1,-73.94728088378906,40.78442001342773,-73.98336791992188,40.7557373046875,N,17.816666666666666,7,Tuesday,Peak
id1397264,1,2016-02-04 18:24:10,2016-02-04 18:33:04,3,-73.97901916503906,40.7371482849121,-73.97427368164062,40.72600555419922,N,8.9,18,Thursday,Peak
id0690404,1,2016-06-13 12:09:11,2016-06-13 12:18:09,1,-73.97550964355469,40.765674591064446,-73.96974182128906,40.7584114074707,N,8.966666666666667,12,Monday,Mid-Day
